age,usage_gb,complaints,tenure_months,plan_type,churn
50.0,12.7,0,56,Prepaid,0
37.0,15.5,2,22,Postpaid,0
32.0,16.6,0,59,Postpaid,0
40.0,8.7,2,10,Postpaid,0
34.0,21.2,5,17,Postpaid,0
60.0,19.9,3,39,Prepaid,0
39.0,16.1,3,30,Prepaid,0
34.0,6.9,0,45,Postpaid,0
45.0,5.9,1,21,Prepaid,0
57.0,10.0,2,46,Postpaid,0
32.0,12.4,3,18,Postpaid,0
66.0,1.4,1,9,Prepaid,0
42.0,15.0,5,34,Prepaid,0
52.0,19.7,3,31,Postpaid,0
67.0,15.5,1,34,Postpaid,0
40.0,7.9,0,2,Postpaid,0
28.0,7.2,3,25,Postpaid,0
56.0,13.8,2,6,Prepaid,0
18.0,11.1,4,48,Prepaid,1
41.0,14.7,3,5,Prepaid,0
68.0,15.6,3,55,Prepaid,0
39.0,18.6,5,4,Postpaid,0
53.0,5.2,3,37,Postpaid,0
45.0,13.3,4,20,Postpaid,0
29.0,9.8,2,7,Prepaid,0
34.0,11.4,5,22,Prepaid,0
45.0,17.2,2,3,Prepaid,0
23.0,17.8,4,42,Prepaid,1
39.0,20.4,5,52,Prepaid,0
39.0,14.6,2,20,Prepaid,0
61.0,11.3,0,26,Prepaid,0
24.0,10.5,1,9,Prepaid,0
61.0,1.6,1,29,Postpaid,0
39.0,20.0,0,56,Postpaid,0
51.0,10.1,3,32,Prepaid,0
46.0,15.0,1,52,Postpaid,0
33.0,16.1,0,47,Prepaid,0
66.0,4.5,0,8,Prepaid,0
29.0,6.5,1,4,Postpaid,0
19.0,21.3,2,22,Prepaid,0
57.0,13.7,5,56,Postpaid,0
50.0,8.5,4,10,Prepaid,0
64.0,11.2,4,3,Prepaid,0
41.0,18.5,4,57,Prepaid,0
18.0,17.6,4,12,Prepaid,0
19.0,3.2,1,22,Prepaid,0
40.0,21.8,0,47,Prepaid,0
30.0,17.8,3,6,Prepaid,0
65.0,11.1,0,11,Prepaid,1
24.0,4.8,1,43,Prepaid,0
63.0,18.3,4,1,Postpaid,0
29.0,14.9,3,42,Postpaid,0
24.0,3.3,4,33,Postpaid,0
32.0,10.6,3,15,Postpaid,0
25.0,30.8,3,37,Prepaid,1
38.0,12.1,1,19,Postpaid,1
35.0,7.5,1,56,Postpaid,0
45.0,5.9,1,25,Postpaid,0
45.0,22.6,4,45,Postpaid,0
18.0,17.1,5,16,Postpaid,1
24.0,20.4,0,50,Prepaid,0
26.0,13.5,3,18,Postpaid,0
28.0,19.5,2,30,Prepaid,0
22.0,6.9,3,48,Prepaid,0
34.0,13.0,1,55,Prepaid,0
46.0,13.7,0,45,Prepaid,0
34.0,20.3,1,40,Prepaid,0
35.0,13.9,1,41,Prepaid,0
42.0,8.2,0,24,Prepaid,0
46.0,12.4,2,41,Postpaid,0
35.0,1.9,4,34,Prepaid,0
29.0,0.0,5,31,Prepaid,1
39.0,17.0,3,19,Postpaid,0
19.0,9.8,1,21,Postpaid,0
43.0,10.4,2,8,Postpaid,0
66.0,17.0,1,43,Prepaid,0
38.0,20.4,1,2,Postpaid,0
23.0,15.2,5,7,Postpaid,0
54.0,23.6,3,18,Prepaid,0
24.0,15.0,2,9,Prepaid,0
28.0,13.8,2,45,Prepaid,0
25.0,13.4,1,8,Postpaid,0
63.0,,2,27,Postpaid,0
69.0,17.7,3,44,Postpaid,0
47.0,0.0,5,35,Postpaid,0
50.0,8.5,2,35,Postpaid,0
51.0,12.1,1,21,Prepaid,0
49.0,7.3,5,27,Prepaid,1
46.0,9.3,1,46,Prepaid,0
69.0,23.0,0,29,Prepaid,1
56.0,18.6,3,42,Prepaid,0
22.0,7.9,4,49,Prepaid,0
38.0,9.2,1,15,Postpaid,0
68.0,4.3,1,8,Prepaid,0
38.0,16.2,1,28,Postpaid,0
28.0,10.5,4,23,Postpaid,1
63.0,0.2,5,9,Prepaid,1
50.0,12.6,5,45,Prepaid,0
47.0,14.6,1,37,Prepaid,0
39.0,17.8,5,39,Postpaid,0
24.0,11.6,1,42,Postpaid,0
37.0,9.8,5,26,Prepaid,0
40.0,23.9,5,31,Postpaid,0
66.0,12.0,4,14,Postpaid,0
33.0,16.3,5,44,Prepaid,0
25.0,8.8,0,56,Postpaid,0
40.0,16.1,3,52,Prepaid,0
69.0,3.3,0,25,Prepaid,0
43.0,9.2,3,3,Postpaid,1
37.0,4.8,2,52,Prepaid,0
52.0,8.4,5,34,Postpaid,0
51.0,19.5,2,46,Postpaid,0
33.0,8.3,4,18,Prepaid,0
68.0,16.3,1,51,Postpaid,0
48.0,21.1,0,50,Prepaid,0
20.0,11.8,4,1,Prepaid,0
39.0,18.0,1,34,Prepaid,0
65.0,15.2,4,29,Postpaid,1
38.0,12.7,2,39,Postpaid,1
47.0,16.5,5,16,Prepaid,0
49.0,23.0,2,6,Prepaid,0
54.0,8.2,2,17,Postpaid,0
63.0,6.2,4,31,Postpaid,0
25.0,5.9,4,16,Prepaid,0
44.0,18.0,0,28,Prepaid,0
45.0,18.8,4,23,Prepaid,0
25.0,8.8,2,41,Prepaid,0
53.0,0.0,5,25,Prepaid,1
24.0,8.0,3,9,Postpaid,0
41.0,15.3,4,38,Postpaid,0
35.0,11.6,2,13,Prepaid,0
26.0,13.1,1,18,Postpaid,0
60.0,8.9,4,42,Prepaid,0
30.0,18.1,0,17,Postpaid,1
31.0,14.1,3,4,Prepaid,1
62.0,15.5,5,22,Prepaid,0
63.0,13.0,5,23,Prepaid,0
19.0,15.1,4,41,Prepaid,1
32.0,14.8,2,42,Postpaid,0
54.0,6.4,4,1,Prepaid,0
58.0,14.2,0,45,Prepaid,0
69.0,16.7,4,45,Prepaid,0
46.0,18.9,1,11,Postpaid,0
18.0,14.5,4,20,Postpaid,0
63.0,6.2,2,46,Postpaid,0
26.0,7.1,4,34,Postpaid,0
24.0,9.4,3,21,Postpaid,0
53.0,13.1,5,45,Prepaid,0
49.0,11.3,4,38,Postpaid,0
21.0,5.3,5,31,Prepaid,1
26.0,5.2,0,1,Postpaid,0
48.0,0.0,2,39,Postpaid,1
31.0,0.0,2,11,Prepaid,0
53.0,11.2,0,55,Prepaid,0
39.0,25.9,0,12,Prepaid,0
48.0,22.8,0,2,Postpaid,0
42.0,6.1,4,23,Prepaid,1
36.0,12.9,2,21,Postpaid,0
35.0,3.2,4,21,Prepaid,1
54.0,4.1,5,55,Prepaid,0
44.0,4.8,0,17,Prepaid,0
48.0,10.6,5,50,Postpaid,0
48.0,10.9,1,10,Prepaid,0
28.0,13.5,2,37,Postpaid,0
65.0,16.0,5,8,Postpaid,0
47.0,10.0,1,14,Postpaid,0
55.0,12.2,5,9,Prepaid,1
63.0,5.4,3,20,Prepaid,0
66.0,3.9,0,28,Prepaid,0
52.0,3.0,4,51,Prepaid,0
58.0,15.9,0,45,Prepaid,0
42.0,10.0,3,42,Prepaid,0
56.0,0.8,2,29,Postpaid,0
34.0,11.6,0,17,Prepaid,0
55.0,4.5,3,18,Prepaid,0
22.0,22.0,2,8,Postpaid,0
65.0,8.5,0,40,Prepaid,0
30.0,16.1,3,47,Prepaid,0
52.0,18.5,0,33,Postpaid,0
18.0,6.3,3,34,Prepaid,0
26.0,12.5,1,22,Prepaid,0
69.0,15.3,4,57,Prepaid,0
61.0,12.7,5,53,Prepaid,0
29.0,14.2,5,24,Prepaid,0
24.0,4.0,5,45,Postpaid,0
60.0,15.3,0,21,Prepaid,0
69.0,9.1,3,8,Prepaid,0
26.0,14.1,1,18,Prepaid,1
52.0,17.5,0,50,Postpaid,0
32.0,16.0,2,29,Prepaid,0
56.0,14.1,2,52,Prepaid,0
39.0,15.9,1,20,Prepaid,0
24.0,16.1,0,28,Prepaid,0
34.0,21.0,2,5,Prepaid,0
46.0,11.8,0,47,Prepaid,0
59.0,13.0,0,19,Prepaid,1
19.0,17.6,2,6,Prepaid,0
67.0,9.1,0,13,Postpaid,0
51.0,4.0,5,40,Prepaid,0
63.0,15.0,5,49,Prepaid,0
66.0,10.8,5,57,Prepaid,0
25.0,4.8,0,14,Prepaid,0
22.0,15.0,2,35,Prepaid,0
58.0,20.6,4,28,Prepaid,1
27.0,2.2,3,43,Prepaid,0
25.0,18.1,1,40,Prepaid,0
42.0,0.0,4,5,Prepaid,1
65.0,9.6,1,9,Prepaid,0
59.0,23.0,5,35,Prepaid,0
44.0,10.0,0,32,Prepaid,0
28.0,12.5,4,53,Prepaid,1
35.0,16.6,0,50,Prepaid,0
53.0,1.7,5,4,Prepaid,0
26.0,12.4,2,35,Postpaid,0
45.0,12.4,0,24,Prepaid,0
18.0,23.2,5,29,Prepaid,1
34.0,4.6,5,4,Postpaid,0
30.0,9.7,5,50,Prepaid,0
53.0,6.4,2,10,Prepaid,0
65.0,5.8,0,56,Postpaid,0
25.0,18.8,1,55,Prepaid,0
59.0,12.2,0,49,Postpaid,0
52.0,8.7,0,7,Prepaid,0
68.0,8.9,0,25,Prepaid,0
65.0,8.6,3,2,Prepaid,1
23.0,9.2,4,37,Postpaid,0
56.0,4.4,3,51,Prepaid,0
48.0,10.4,1,32,Prepaid,0
23.0,9.8,3,2,Postpaid,1
31.0,7.5,1,18,Postpaid,0
66.0,12.9,2,11,Prepaid,1
46.0,13.4,5,26,Prepaid,1
35.0,8.7,0,22,Postpaid,1
34.0,11.1,5,49,Postpaid,0
61.0,25.0,1,14,Postpaid,0
32.0,24.7,4,18,Postpaid,0
26.0,5.7,1,15,Postpaid,0
47.0,6.5,0,53,Prepaid,0
69.0,5.6,2,18,Prepaid,0
27.0,18.3,2,59,Prepaid,0
31.0,9.6,3,40,Postpaid,0
42.0,13.4,1,19,Prepaid,1
28.0,24.0,5,36,Prepaid,0
51.0,11.9,4,8,Prepaid,0
31.0,16.2,5,54,Postpaid,1
24.0,15.1,4,57,Prepaid,0
31.0,8.5,4,18,Postpaid,1
66.0,18.4,0,11,Postpaid,0
66.0,6.9,3,26,Prepaid,0
44.0,20.0,5,46,Prepaid,0
38.0,8.5,0,37,Prepaid,0
60.0,9.1,2,3,Postpaid,0
28.0,5.5,1,1,Prepaid,0
52.0,6.5,4,14,Postpaid,0
53.0,9.4,5,45,Postpaid,0
54.0,0.0,0,16,Prepaid,0
29.0,10.6,4,53,Prepaid,1
55.0,9.0,2,18,Prepaid,0
49.0,16.7,5,53,Prepaid,0
63.0,14.5,0,55,Prepaid,0
27.0,7.8,1,43,Prepaid,0
49.0,9.2,4,11,Postpaid,0
61.0,10.6,4,5,Postpaid,0
32.0,20.9,0,11,Postpaid,0
56.0,7.1,0,38,Prepaid,1
23.0,7.7,2,41,Postpaid,0
55.0,5.2,0,59,Postpaid,0
49.0,3.1,4,57,Prepaid,0
28.0,13.8,4,19,Postpaid,0
21.0,13.2,4,23,Postpaid,1
56.0,19.7,2,46,Postpaid,0
30.0,18.2,3,46,Prepaid,0
43.0,26.4,3,19,Postpaid,0
21.0,11.6,4,2,Prepaid,0
68.0,10.4,2,6,Prepaid,1
46.0,4.2,3,49,Prepaid,1
66.0,16.2,3,21,Prepaid,0
26.0,12.7,3,43,Prepaid,1
28.0,15.9,5,48,Prepaid,0
49.0,5.2,2,53,Prepaid,0
49.0,14.1,5,30,Postpaid,0
59.0,13.2,0,38,Postpaid,0
66.0,12.8,2,12,Postpaid,0
60.0,7.9,2,56,Prepaid,0
25.0,19.1,5,53,Postpaid,0
34.0,24.3,0,24,Prepaid,0
65.0,5.3,1,22,Prepaid,0
46.0,16.3,2,44,Prepaid,1
63.0,0.0,4,25,Prepaid,0
47.0,16.0,2,43,Postpaid,0
20.0,0.8,3,6,Prepaid,0
42.0,8.9,1,16,Postpaid,0
60.0,4.1,5,47,Prepaid,0
52.0,10.7,4,55,Prepaid,0
24.0,17.0,0,2,Prepaid,0
28.0,0.9,4,46,Prepaid,1
62.0,9.8,0,5,Postpaid,0
68.0,8.9,3,52,Prepaid,0
57.0,21.5,4,15,Prepaid,0
23.0,14.6,5,22,Postpaid,0
50.0,4.9,0,43,Prepaid,0
61.0,9.2,1,50,Prepaid,0
51.0,21.3,4,25,Prepaid,0
48.0,16.3,1,19,Prepaid,0
42.0,6.5,4,58,Postpaid,1
30.0,10.4,1,57,Postpaid,0
32.0,10.6,0,31,Prepaid,0
56.0,8.8,3,2,Postpaid,0
21.0,1.7,4,58,Postpaid,0
22.0,7.9,1,37,Prepaid,0
38.0,20.3,5,33,Prepaid,0
58.0,9.7,5,7,Prepaid,1
52.0,11.4,0,59,Prepaid,0
48.0,12.8,1,43,Prepaid,0
45.0,25.3,3,13,Prepaid,1
23.0,12.1,2,22,Prepaid,0
35.0,18.6,1,21,Postpaid,0
22.0,8.4,3,52,Prepaid,0
57.0,10.4,5,29,Postpaid,0
57.0,12.1,1,52,Prepaid,0
31.0,7.4,1,41,Prepaid,0
33.0,10.8,4,22,Postpaid,0
34.0,17.3,3,24,Prepaid,0
64.0,7.2,4,48,Postpaid,0
43.0,12.0,3,30,Prepaid,0
57.0,16.3,4,41,Prepaid,0
41.0,7.1,4,8,Prepaid,0
54.0,18.6,3,26,Prepaid,0
45.0,12.4,2,35,Postpaid,0
32.0,11.0,2,21,Postpaid,0
63.0,0.0,1,51,Prepaid,1
54.0,9.8,2,13,Postpaid,0
58.0,14.2,3,51,Postpaid,0
67.0,22.5,4,4,Prepaid,1
30.0,15.4,4,26,Prepaid,0
22.0,18.8,2,31,Postpaid,0
48.0,4.7,4,15,Postpaid,1
34.0,11.2,2,32,Prepaid,0
40.0,19.3,2,54,Prepaid,0
30.0,6.7,0,27,Postpaid,0
38.0,17.8,1,32,Postpaid,1
38.0,16.4,4,57,Prepaid,0
36.0,13.6,1,55,Postpaid,0
56.0,10.0,0,1,Prepaid,1
48.0,6.1,1,43,Prepaid,0
42.0,22.7,5,51,Postpaid,0
23.0,15.8,0,56,Prepaid,0
47.0,14.0,0,48,Prepaid,0
27.0,9.5,2,5,Postpaid,0
34.0,12.2,2,45,Prepaid,0
39.0,13.0,5,50,Prepaid,0
25.0,14.4,1,31,Prepaid,1
38.0,16.4,2,2,Prepaid,0
31.0,7.3,1,12,Prepaid,0
62.0,3.2,1,17,Prepaid,0
62.0,12.5,1,51,Postpaid,0
18.0,1.5,1,8,Postpaid,0
49.0,10.1,4,44,Postpaid,0
51.0,8.9,4,11,Prepaid,1
37.0,15.0,1,50,Prepaid,0
42.0,23.9,2,1,Postpaid,0
59.0,0.3,1,14,Postpaid,0
37.0,25.6,5,6,Postpaid,0
21.0,10.6,0,33,Prepaid,0
37.0,14.1,2,47,Prepaid,0
31.0,3.5,1,25,Prepaid,0
37.0,18.0,2,32,Prepaid,0
29.0,12.2,5,38,Postpaid,0
25.0,11.6,3,27,Prepaid,0
69.0,0.4,2,45,Prepaid,0
24.0,12.4,4,17,Prepaid,1
54.0,17.1,4,11,Postpaid,0
55.0,10.6,0,12,,0
50.0,19.0,2,11,Prepaid,0
65.0,18.8,2,3,Postpaid,0
18.0,8.2,2,3,Prepaid,0
33.0,21.6,2,4,Postpaid,0
27.0,12.3,4,10,Postpaid,0
48.0,12.3,5,38,Postpaid,0
51.0,12.6,0,15,Postpaid,0
64.0,12.4,5,35,Prepaid,1
37.0,0.0,5,5,Prepaid,0
30.0,10.9,2,48,Postpaid,0
66.0,3.8,2,21,Postpaid,0
52.0,21.8,0,27,Prepaid,0
57.0,21.5,2,40,Postpaid,0
41.0,17.1,1,59,Prepaid,0
41.0,10.6,5,47,Prepaid,0
38.0,6.0,0,24,Prepaid,0
56.0,8.1,2,21,Postpaid,0
28.0,23.7,2,20,Postpaid,0
68.0,7.8,5,5,Postpaid,1
27.0,0.0,4,20,Prepaid,0
41.0,18.2,5,45,Prepaid,0
34.0,21.0,1,17,Prepaid,0
51.0,22.0,1,24,Prepaid,0
53.0,18.2,3,5,Prepaid,1
65.0,19.2,2,15,Postpaid,0
59.0,12.3,0,5,Postpaid,0
30.0,0.0,4,28,Postpaid,1
28.0,12.2,0,18,Prepaid,0
64.0,15.7,1,58,Postpaid,0
43.0,11.2,5,35,Prepaid,0
23.0,10.9,4,22,Prepaid,0
60.0,6.2,3,32,Postpaid,0
51.0,6.0,0,57,Postpaid,0
19.0,23.0,1,11,Prepaid,0
58.0,23.2,1,15,Postpaid,0
49.0,12.0,3,33,Prepaid,0
49.0,13.7,3,7,Prepaid,0
62.0,6.1,2,31,Prepaid,0
43.0,15.9,4,10,Prepaid,0
41.0,22.6,4,51,Postpaid,0
50.0,2.8,4,46,Prepaid,0
28.0,14.8,0,3,Postpaid,0
25.0,15.2,3,32,Postpaid,0
61.0,15.2,1,13,Postpaid,0
29.0,21.9,1,35,Prepaid,0
44.0,24.2,5,33,Prepaid,0
32.0,10.6,2,58,Prepaid,0
29.0,16.0,4,11,Prepaid,0
49.0,12.5,1,30,Prepaid,0
59.0,8.2,5,57,Prepaid,0
40.0,13.6,1,7,Postpaid,0
25.0,16.0,1,15,Prepaid,0
30.0,13.3,1,43,Prepaid,0
26.0,6.7,1,7,Postpaid,1
63.0,9.2,3,13,Postpaid,1
34.0,9.3,0,57,Postpaid,0
37.0,6.9,1,35,Prepaid,0
21.0,13.9,4,4,Postpaid,0
41.0,14.5,0,51,Prepaid,0
65.0,17.9,2,31,Postpaid,0
39.0,6.9,4,29,Prepaid,0
51.0,8.5,2,59,Postpaid,0
27.0,21.3,0,19,Prepaid,0
25.0,11.0,0,23,Postpaid,0
56.0,12.2,5,34,Postpaid,0
21.0,10.9,4,15,Postpaid,1
41.0,18.8,2,8,Prepaid,0
34.0,19.0,5,9,Postpaid,0
18.0,18.7,0,19,Prepaid,0
45.0,12.2,0,5,Postpaid,0
68.0,6.8,5,30,Prepaid,0
21.0,23.6,4,59,Prepaid,0
60.0,17.1,3,15,Postpaid,0
46.0,9.3,2,3,Prepaid,0
55.0,20.5,4,3,Postpaid,1
23.0,8.8,3,10,Prepaid,0
63.0,20.5,2,35,Postpaid,0
18.0,20.9,2,28,Prepaid,0
65.0,6.5,2,24,Postpaid,0
52.0,15.5,3,45,Prepaid,1
35.0,16.7,3,24,Prepaid,0
18.0,27.7,4,37,Prepaid,0
49.0,7.5,2,59,Postpaid,0
22.0,20.6,1,11,Prepaid,1
49.0,12.1,3,7,Prepaid,1
58.0,4.6,3,13,Prepaid,0
31.0,11.3,1,10,Postpaid,0
30.0,12.0,0,49,Prepaid,0
29.0,5.6,1,52,Prepaid,0
29.0,13.9,0,34,Prepaid,0
23.0,17.7,0,8,Prepaid,0
30.0,13.4,5,51,Prepaid,0
52.0,8.7,4,55,Prepaid,0
33.0,11.1,0,25,Prepaid,0
58.0,12.0,2,40,Postpaid,0
60.0,13.3,1,36,Prepaid,0
57.0,18.7,5,32,Postpaid,0
46.0,13.6,2,21,Prepaid,0
34.0,3.6,1,17,Prepaid,0
66.0,8.6,3,17,Postpaid,0
28.0,13.0,2,22,Postpaid,0
42.0,18.7,1,45,Postpaid,0
41.0,19.8,1,49,Postpaid,0
56.0,22.6,0,7,Prepaid,0
46.0,12.8,4,4,Postpaid,0
59.0,16.6,5,29,Prepaid,0
65.0,3.3,4,46,Postpaid,0
38.0,14.6,2,34,Postpaid,0
63.0,5.5,2,49,Prepaid,0
26.0,11.6,0,43,Prepaid,0
65.0,30.2,2,42,Postpaid,0
27.0,13.8,0,32,Prepaid,0
62.0,6.8,4,4,Prepaid,0
38.0,14.4,5,11,Postpaid,0
68.0,8.9,1,44,Prepaid,0
24.0,6.2,4,19,Prepaid,0
42.0,24.6,3,43,Postpaid,0
64.0,18.4,2,21,Postpaid,0
20.0,14.1,4,1,Prepaid,1
31.0,9.6,4,40,Postpaid,0
22.0,10.1,1,53,Prepaid,0
34.0,21.3,4,27,Prepaid,0
38.0,13.8,3,8,Prepaid,0
50.0,0.0,1,25,Prepaid,0
31.0,26.5,4,57,Postpaid,0
26.0,13.1,3,19,Prepaid,0
26.0,14.1,0,5,Prepaid,0
66.0,18.5,0,46,Postpaid,0
67.0,14.8,1,15,Postpaid,0
29.0,16.5,0,3,Postpaid,0
28.0,9.5,2,41,Postpaid,0
20.0,4.6,2,20,Postpaid,0
67.0,13.7,4,9,Postpaid,0
54.0,20.6,1,4,Postpaid,0
57.0,8.1,3,11,Postpaid,0
33.0,7.6,3,9,Postpaid,0
51.0,19.3,2,1,Prepaid,0
21.0,9.3,5,22,Prepaid,0
53.0,9.5,1,49,Prepaid,0
48.0,9.8,2,24,Prepaid,0
35.0,11.6,0,3,Prepaid,0
54.0,2.6,2,53,Prepaid,0
51.0,8.8,0,38,Prepaid,0
40.0,13.4,5,57,Postpaid,0
27.0,13.3,1,35,Prepaid,0
19.0,18.9,4,29,Postpaid,0
66.0,23.0,0,31,Postpaid,0
32.0,21.1,1,1,Postpaid,0
33.0,17.5,0,23,Prepaid,0
53.0,11.1,2,27,Postpaid,0
31.0,8.3,3,18,Prepaid,0
37.0,12.1,2,50,Postpaid,0
54.0,15.5,3,57,Prepaid,0
48.0,16.9,4,29,Prepaid,0
52.0,15.7,0,47,Prepaid,0
18.0,11.3,2,14,Postpaid,1
41.0,16.7,3,55,Postpaid,0
42.0,19.6,3,42,Postpaid,0
50.0,17.3,0,44,Postpaid,0
25.0,11.8,1,36,Prepaid,1
26.0,7.0,2,49,Postpaid,0
57.0,6.9,3,32,Prepaid,0
53.0,7.9,5,57,Postpaid,0
60.0,13.5,2,40,Postpaid,0
32.0,15.1,3,27,Prepaid,1
69.0,3.5,1,13,Prepaid,0
32.0,9.0,0,54,Postpaid,0
51.0,13.5,2,4,Postpaid,0
26.0,6.6,2,3,Postpaid,1
65.0,14.6,0,2,Postpaid,0
35.0,10.2,4,7,Postpaid,0
59.0,7.7,1,15,Prepaid,1
35.0,12.3,1,29,Prepaid,0
59.0,14.4,2,17,Postpaid,0
41.0,6.9,5,27,Prepaid,0
21.0,10.5,3,27,Postpaid,0
27.0,14.8,2,26,Prepaid,0
53.0,7.4,4,4,Postpaid,0
28.0,2.1,0,32,Prepaid,0
32.0,2.8,2,18,Postpaid,0
46.0,9.5,3,32,Prepaid,0
31.0,4.1,2,4,Prepaid,0
24.0,9.9,4,52,Prepaid,0
50.0,22.0,4,43,Postpaid,0
53.0,3.7,2,21,Prepaid,0
56.0,10.3,5,22,Prepaid,1
67.0,24.8,5,19,Postpaid,0
24.0,14.4,2,59,Prepaid,0
40.0,9.8,5,42,Prepaid,0
30.0,11.1,3,28,Prepaid,0
64.0,14.6,0,39,Prepaid,0
46.0,22.2,0,4,Prepaid,0
23.0,8.8,0,49,Prepaid,0
53.0,7.5,1,36,Prepaid,0
20.0,3.7,1,19,Prepaid,0
32.0,12.6,0,41,Prepaid,0
55.0,3.6,3,1,Prepaid,1
44.0,9.2,2,29,Prepaid,1
57.0,6.5,3,56,Prepaid,0
47.0,18.4,3,45,Prepaid,0
61.0,8.9,1,3,Postpaid,0
47.0,14.4,3,35,Prepaid,0
20.0,2.4,5,41,Postpaid,1
21.0,12.8,1,32,Prepaid,1
58.0,4.8,1,19,Prepaid,0
20.0,9.4,3,41,Postpaid,0
37.0,25.3,4,25,Prepaid,0
18.0,17.6,3,56,Postpaid,0
33.0,11.2,4,50,Prepaid,0
48.0,31.2,0,54,Prepaid,0
26.0,6.5,0,25,Prepaid,1
42.0,19.0,2,40,Postpaid,0
69.0,2.8,1,9,Prepaid,0
21.0,10.5,0,45,Prepaid,1
21.0,3.9,1,45,Postpaid,0
32.0,13.5,1,46,Prepaid,0
61.0,12.3,5,2,Prepaid,0
39.0,10.2,4,27,Prepaid,0
51.0,18.6,2,17,Postpaid,0
19.0,8.6,5,54,Prepaid,0
56.0,14.0,5,32,Postpaid,0
21.0,16.9,1,37,Postpaid,0
55.0,3.1,2,26,Prepaid,1
25.0,7.5,5,7,Prepaid,0
62.0,12.3,2,37,Prepaid,0
33.0,15.8,2,37,Prepaid,0
27.0,20.5,5,23,Prepaid,1
35.0,10.7,3,38,Prepaid,0
18.0,10.1,2,24,Postpaid,0
26.0,6.8,5,39,Prepaid,0
49.0,14.0,4,21,Postpaid,0
33.0,10.2,2,46,Postpaid,0
36.0,10.4,2,53,Prepaid,0
59.0,11.4,0,29,Postpaid,0
24.0,15.3,0,2,Postpaid,0
38.0,8.6,5,41,Prepaid,1
27.0,7.4,0,56,Prepaid,0
43.0,14.6,5,42,Prepaid,0
35.0,0.0,1,22,Prepaid,0
20.0,8.4,3,34,Postpaid,0
21.0,5.1,4,22,Prepaid,0
62.0,19.2,5,46,Prepaid,0
20.0,9.4,2,43,Postpaid,0
58.0,8.6,5,37,Postpaid,0
65.0,11.7,2,23,Prepaid,0
42.0,8.4,5,11,Prepaid,1
34.0,9.6,0,37,Prepaid,0
58.0,12.6,1,20,Postpaid,0
69.0,9.5,3,54,Prepaid,0
24.0,9.4,4,4,Prepaid,0
68.0,5.9,4,50,Postpaid,0
67.0,5.1,2,46,Prepaid,0
25.0,12.4,3,31,Prepaid,0
20.0,13.8,3,59,Postpaid,0
55.0,3.4,5,43,Postpaid,0
22.0,16.6,0,3,Prepaid,0
49.0,16.6,0,24,Postpaid,0
21.0,17.8,3,50,Prepaid,0
53.0,13.8,0,46,Prepaid,0
30.0,15.8,1,10,Prepaid,0
23.0,25.1,3,11,Prepaid,0
21.0,10.2,1,55,Prepaid,0
27.0,5.7,1,3,Prepaid,0
46.0,2.8,2,57,Prepaid,0
21.0,22.5,4,32,Postpaid,0
59.0,22.6,2,48,Prepaid,0
49.0,6.5,4,13,Prepaid,0
33.0,7.6,0,21,Prepaid,0
69.0,10.1,0,43,Postpaid,0
52.0,19.3,0,10,Prepaid,0
52.0,4.3,5,6,Prepaid,0
27.0,0.2,1,36,Postpaid,0
54.0,25.0,0,1,Prepaid,0
47.0,13.9,1,56,Postpaid,0
69.0,14.7,4,40,Prepaid,0
42.0,10.8,2,43,Postpaid,0
53.0,14.8,2,30,Prepaid,0
35.0,2.9,0,37,Postpaid,1
20.0,7.0,4,57,Prepaid,0
24.0,12.6,1,1,Prepaid,0
63.0,0.0,0,15,Postpaid,0
56.0,10.2,4,42,Prepaid,0
36.0,9.8,5,8,Prepaid,0
54.0,10.2,3,15,Prepaid,0
18.0,8.7,5,2,Prepaid,1
19.0,6.0,2,4,Prepaid,0
44.0,1.1,3,27,Prepaid,1
50.0,12.9,2,39,Prepaid,0
66.0,10.2,3,6,Prepaid,0
57.0,3.7,5,58,Postpaid,1
31.0,12.4,3,46,Prepaid,0
60.0,10.2,0,40,Prepaid,0
43.0,9.2,3,5,Prepaid,0
60.0,0.0,2,31,Prepaid,0
27.0,16.1,3,55,Prepaid,0
19.0,4.6,3,15,Prepaid,0
21.0,12.4,3,32,Prepaid,0
69.0,7.2,5,34,Postpaid,0
22.0,9.7,5,42,Prepaid,1
66.0,18.9,5,55,Prepaid,0
55.0,15.2,3,8,Prepaid,0
25.0,18.8,1,4,Prepaid,0
62.0,14.0,1,6,Postpaid,0
25.0,14.4,5,16,Postpaid,0
25.0,1.3,5,21,Postpaid,0
47.0,10.1,0,52,Prepaid,0
32.0,10.7,1,31,Prepaid,0
33.0,19.3,4,44,Postpaid,0
28.0,9.0,0,34,Postpaid,0
49.0,13.6,0,57,Prepaid,0
19.0,13.4,5,20,Prepaid,0
30.0,18.9,0,40,Prepaid,0
46.0,11.2,1,17,Prepaid,1
43.0,17.0,5,14,Prepaid,0
54.0,1.8,0,58,Prepaid,0
29.0,2.3,4,2,Postpaid,1
51.0,0.0,3,17,Prepaid,0
57.0,16.7,3,23,Postpaid,0
38.0,16.0,4,9,Prepaid,0
31.0,17.4,0,46,Postpaid,0
46.0,7.9,0,22,Postpaid,0
48.0,8.6,1,28,Prepaid,0
22.0,11.3,2,18,Prepaid,0
47.0,20.7,5,53,Prepaid,0
26.0,22.2,0,25,Prepaid,0
47.0,16.8,2,47,Postpaid,0
